protein1,protein2,combined_score
9606.ENSP00000252711,9606.ENSP00000301457,999
9606.ENSP00000252711,9606.ENSP00000354876,859
9606.ENSP00000252711,9606.ENSP00000306397,971
9606.ENSP00000252711,9606.ENSP00000355046,999
9606.ENSP00000252711,9606.ENSP00000390011,715
9606.ENSP00000252711,9606.ENSP00000354687,997
9606.ENSP00000252711,9606.ENSP00000263774,999
9606.ENSP00000252711,9606.ENSP00000354728,990
9606.ENSP00000252711,9606.ENSP00000249269,919
9606.ENSP00000252711,9606.ENSP00000497587,999
9606.ENSP00000252711,9606.ENSP00000418438,999
9606.ENSP00000252711,9606.ENSP00000258424,984
9606.ENSP00000252711,9606.ENSP00000276689,999
9606.ENSP00000252711,9606.ENSP00000381736,759
9606.ENSP00000252711,9606.ENSP00000497305,936
9606.ENSP00000252711,9606.ENSP00000466818,948
9606.ENSP00000252711,9606.ENSP00000362873,999
9606.ENSP00000252711,9606.ENSP00000354982,868
9606.ENSP00000252711,9606.ENSP00000332887,902
9606.ENSP00000252711,9606.ENSP00000356972,999
9606.ENSP00000252711,9606.ENSP00000362058,999
9606.ENSP00000252711,9606.ENSP00000252102,999
9606.ENSP00000252711,9606.ENSP00000467262,920
9606.ENSP00000252711,9606.ENSP00000268668,999
9606.ENSP00000252711,9606.ENSP00000309565,932
9606.ENSP00000252711,9606.ENSP00000346196,999
9606.ENSP00000252711,9606.ENSP00000364204,814
9606.ENSP00000252711,9606.ENSP00000263578,875
9606.ENSP00000252711,9606.ENSP00000233627,999
9606.ENSP00000252711,9606.ENSP00000483888,995
9606.ENSP00000252711,9606.ENSP00000184266,999
9606.ENSP00000252711,9606.ENSP00000292907,874
9606.ENSP00000252711,9606.ENSP00000425759,906
9606.ENSP00000252711,9606.ENSP00000369176,999
9606.ENSP00000252711,9606.ENSP00000418803,719
9606.ENSP00000252711,9606.ENSP00000358272,906
9606.ENSP00000252711,9606.ENSP00000205402,768
9606.ENSP00000252711,9606.ENSP00000315774,999
9606.ENSP00000252804,9606.ENSP00000330237,759
9606.ENSP00000252804,9606.ENSP00000370571,743
9606.ENSP00000252804,9606.ENSP00000307235,707
9606.ENSP00000252804,9606.ENSP00000311032,918
9606.ENSP00000252804,9606.ENSP00000307786,889
9606.ENSP00000252804,9606.ENSP00000269305,821
9606.ENSP00000252809,9606.ENSP00000269305,762
9606.ENSP00000252818,9606.ENSP00000380252,754
9606.ENSP00000252818,9606.ENSP00000394560,987
9606.ENSP00000252818,9606.ENSP00000378974,995
9606.ENSP00000252939,9606.ENSP00000377353,952
9606.ENSP00000253023,9606.ENSP00000272317,755
9606.ENSP00000253023,9606.ENSP00000338413,990
9606.ENSP00000253023,9606.ENSP00000333266,811
9606.ENSP00000253024,9606.ENSP00000269305,904
9606.ENSP00000253024,9606.ENSP00000266000,838
9606.ENSP00000253039,9606.ENSP00000256383,999
9606.ENSP00000253039,9606.ENSP00000272317,983
9606.ENSP00000253063,9606.ENSP00000269305,854
9606.ENSP00000253063,9606.ENSP00000377245,921
9606.ENSP00000253108,9606.ENSP00000272317,918
9606.ENSP00000253108,9606.ENSP00000256383,992
9606.ENSP00000253247,9606.ENSP00000272317,812
9606.ENSP00000253408,9606.ENSP00000340820,743
9606.ENSP00000253408,9606.ENSP00000311032,808
9606.ENSP00000253408,9606.ENSP00000478771,733
9606.ENSP00000253408,9606.ENSP00000270142,718
9606.ENSP00000253408,9606.ENSP00000370571,786
9606.ENSP00000253410,9606.ENSP00000365243,720
9606.ENSP00000253413,9606.ENSP00000381736,871
9606.ENSP00000253413,9606.ENSP00000499883,917
9606.ENSP00000253413,9606.ENSP00000377033,929
9606.ENSP00000253413,9606.ENSP00000284727,913
9606.ENSP00000253413,9606.ENSP00000290299,745
9606.ENSP00000253413,9606.ENSP00000262030,961
9606.ENSP00000253413,9606.ENSP00000243997,746
9606.ENSP00000253413,9606.ENSP00000349142,845
9606.ENSP00000253413,9606.ENSP00000215375,771
9606.ENSP00000253457,9606.ENSP00000457513,965
9606.ENSP00000253457,9606.ENSP00000365243,949
9606.ENSP00000253457,9606.ENSP00000383719,714
9606.ENSP00000253796,9606.ENSP00000360141,990
9606.ENSP00000253799,9606.ENSP00000367309,979
9606.ENSP00000253799,9606.ENSP00000340684,980
9606.ENSP00000253814,9606.ENSP00000378364,846
9606.ENSP00000254066,9606.ENSP00000310572,821
9606.ENSP00000254079,9606.ENSP00000354859,764
9606.ENSP00000254079,9606.ENSP00000377353,841
9606.ENSP00000254079,9606.ENSP00000309591,964
9606.ENSP00000254079,9606.ENSP00000359719,963
9606.ENSP00000254079,9606.ENSP00000366488,964
9606.ENSP00000254101,9606.ENSP00000309591,765
9606.ENSP00000254101,9606.ENSP00000269305,774
9606.ENSP00000254108,9606.ENSP00000270142,992
9606.ENSP00000254108,9606.ENSP00000340820,918
9606.ENSP00000254227,9606.ENSP00000269305,777
9606.ENSP00000254250,9606.ENSP00000334051,806
9606.ENSP00000254322,9606.ENSP00000324173,950
9606.ENSP00000254322,9606.ENSP00000246957,704
9606.ENSP00000254322,9606.ENSP00000269305,951
9606.ENSP00000254322,9606.ENSP00000500990,813
9606.ENSP00000254436,9606.ENSP00000272317,959
9606.ENSP00000254436,9606.ENSP00000441543,970
9606.ENSP00000254436,9606.ENSP00000388107,947
9606.ENSP00000254436,9606.ENSP00000478771,960
9606.ENSP00000254616,9606.ENSP00000281456,710
9606.ENSP00000254657,9606.ENSP00000269305,879
9606.ENSP00000254661,9606.ENSP00000360141,980
9606.ENSP00000254719,9606.ENSP00000269305,999
9606.ENSP00000254719,9606.ENSP00000481021,871
9606.ENSP00000254730,9606.ENSP00000388107,908
9606.ENSP00000254730,9606.ENSP00000272317,926
9606.ENSP00000254730,9606.ENSP00000256383,884
9606.ENSP00000254759,9606.ENSP00000266544,731
9606.ENSP00000254803,9606.ENSP00000272317,823
9606.ENSP00000254810,9606.ENSP00000269305,865
9606.ENSP00000254810,9606.ENSP00000266000,999
9606.ENSP00000254810,9606.ENSP00000311032,730
9606.ENSP00000254846,9606.ENSP00000499883,701
9606.ENSP00000254846,9606.ENSP00000377033,701
9606.ENSP00000254846,9606.ENSP00000284727,701
9606.ENSP00000254846,9606.ENSP00000381736,915
9606.ENSP00000254846,9606.ENSP00000301587,834
9606.ENSP00000254846,9606.ENSP00000215375,915
9606.ENSP00000254846,9606.ENSP00000358737,799
9606.ENSP00000254846,9606.ENSP00000269305,786
9606.ENSP00000254846,9606.ENSP00000349142,901
9606.ENSP00000254846,9606.ENSP00000290299,788
9606.ENSP00000254963,9606.ENSP00000324173,766
9606.ENSP00000254976,9606.ENSP00000500990,779
9606.ENSP00000254976,9606.ENSP00000496339,710
9606.ENSP00000254976,9606.ENSP00000391311,832
9606.ENSP00000255008,9606.ENSP00000497260,913
9606.ENSP00000255266,9606.ENSP00000419361,772
9606.ENSP00000255390,9606.ENSP00000233627,835
9606.ENSP00000255390,9606.ENSP00000466818,919
9606.ENSP00000255390,9606.ENSP00000306397,879
9606.ENSP00000255390,9606.ENSP00000307786,808
9606.ENSP00000255465,9606.ENSP00000269305,974
9606.ENSP00000255631,9606.ENSP00000324173,912
9606.ENSP00000255631,9606.ENSP00000381736,758
9606.ENSP00000255631,9606.ENSP00000349142,754
9606.ENSP00000255631,9606.ENSP00000298910,716
9606.ENSP00000255631,9606.ENSP00000388107,857
9606.ENSP00000255641,9606.ENSP00000366488,908
9606.ENSP00000255641,9606.ENSP00000309591,908
9606.ENSP00000255641,9606.ENSP00000359719,908
9606.ENSP00000256078,9606.ENSP00000497260,926
9606.ENSP00000256078,9606.ENSP00000394560,935
9606.ENSP00000256078,9606.ENSP00000369689,998
9606.ENSP00000256078,9606.ENSP00000315299,998
9606.ENSP00000256078,9606.ENSP00000291295,998
9606.ENSP00000256078,9606.ENSP00000358867,936
9606.ENSP00000256078,9606.ENSP00000499717,899
9606.ENSP00000256078,9606.ENSP00000360141,792
9606.ENSP00000256078,9606.ENSP00000312999,938
9606.ENSP00000256078,9606.ENSP00000304643,998
9606.ENSP00000256078,9606.ENSP00000378974,948
9606.ENSP00000256078,9606.ENSP00000419081,998
9606.ENSP00000256078,9606.ENSP00000365230,982
9606.ENSP00000256078,9606.ENSP00000269305,949
9606.ENSP00000256339,9606.ENSP00000291295,820
9606.ENSP00000256339,9606.ENSP00000499797,802
9606.ENSP00000256383,9606.ENSP00000307940,850
9606.ENSP00000256383,9606.ENSP00000324173,939
9606.ENSP00000256383,9606.ENSP00000416255,986
9606.ENSP00000256383,9606.ENSP00000386541,999
9606.ENSP00000256383,9606.ENSP00000494965,800
9606.ENSP00000256383,9606.ENSP00000216190,996
9606.ENSP00000256383,9606.ENSP00000348849,998
9606.ENSP00000256383,9606.ENSP00000222247,870
9606.ENSP00000256383,9606.ENSP00000343103,815
9606.ENSP00000256383,9606.ENSP00000368927,995
9606.ENSP00000256383,9606.ENSP00000346012,848
9606.ENSP00000256383,9606.ENSP00000245539,858
9606.ENSP00000256383,9606.ENSP00000377845,851
9606.ENSP00000256383,9606.ENSP00000420714,776
9606.ENSP00000256383,9606.ENSP00000362208,839
9606.ENSP00000256383,9606.ENSP00000379339,988
9606.ENSP00000256383,9606.ENSP00000362688,999
9606.ENSP00000256383,9606.ENSP00000346027,900
9606.ENSP00000256383,9606.ENSP00000379506,851
9606.ENSP00000256383,9606.ENSP00000449026,743
9606.ENSP00000256383,9606.ENSP00000280557,899
9606.ENSP00000256383,9606.ENSP00000261868,972
9606.ENSP00000256383,9606.ENSP00000233057,999
9606.ENSP00000256383,9606.ENSP00000356919,923
9606.ENSP00000256383,9606.ENSP00000286788,849
9606.ENSP00000256383,9606.ENSP00000425634,831
9606.ENSP00000256383,9606.ENSP00000336790,989
9606.ENSP00000256383,9606.ENSP00000402338,748
9606.ENSP00000256383,9606.ENSP00000396954,784
9606.ENSP00000256383,9606.ENSP00000250784,888
9606.ENSP00000256383,9606.ENSP00000292586,870
9606.ENSP00000256383,9606.ENSP00000270625,997
9606.ENSP00000256383,9606.ENSP00000425915,889
9606.ENSP00000256383,9606.ENSP00000332604,996
9606.ENSP00000256383,9606.ENSP00000417229,978
9606.ENSP00000256383,9606.ENSP00000299300,939
9606.ENSP00000256383,9606.ENSP00000401371,779
9606.ENSP00000256383,9606.ENSP00000274606,705
9606.ENSP00000256383,9606.ENSP00000495672,785
9606.ENSP00000256383,9606.ENSP00000358635,796
9606.ENSP00000256383,9606.ENSP00000299767,759
9606.ENSP00000256383,9606.ENSP00000053468,909
9606.ENSP00000256383,9606.ENSP00000296577,977
9606.ENSP00000256383,9606.ENSP00000216455,734
9606.ENSP00000256383,9606.ENSP00000452763,838
9606.ENSP00000256383,9606.ENSP00000289371,801
9606.ENSP00000256383,9606.ENSP00000364119,999
9606.ENSP00000256383,9606.ENSP00000499044,990
9606.ENSP00000256383,9606.ENSP00000386717,811
9606.ENSP00000256383,9606.ENSP00000346001,880
9606.ENSP00000256383,9606.ENSP00000388806,903
9606.ENSP00000256383,9606.ENSP00000449328,912
9606.ENSP00000256383,9606.ENSP00000263791,999
9606.ENSP00000256383,9606.ENSP00000354722,942
9606.ENSP00000256383,9606.ENSP00000258091,763
9606.ENSP00000256383,9606.ENSP00000404375,827
9606.ENSP00000256383,9606.ENSP00000431822,996
9606.ENSP00000256383,9606.ENSP00000377958,793
9606.ENSP00000256383,9606.ENSP00000356231,803
9606.ENSP00000256383,9606.ENSP00000294189,745
9606.ENSP00000256383,9606.ENSP00000346088,835
9606.ENSP00000256383,9606.ENSP00000464813,888
9606.ENSP00000256383,9606.ENSP00000248342,982
9606.ENSP00000256383,9606.ENSP00000300648,863
9606.ENSP00000256383,9606.ENSP00000354558,805
9606.ENSP00000256383,9606.ENSP00000278572,999
9606.ENSP00000256383,9606.ENSP00000368565,711
9606.ENSP00000256383,9606.ENSP00000272317,994
9606.ENSP00000256383,9606.ENSP00000216037,859
9606.ENSP00000256383,9606.ENSP00000433664,705
9606.ENSP00000256383,9606.ENSP00000348442,710
9606.ENSP00000256383,9606.ENSP00000341779,955
9606.ENSP00000256383,9606.ENSP00000435777,995
9606.ENSP00000256383,9606.ENSP00000355645,908
9606.ENSP00000256383,9606.ENSP00000346050,999
9606.ENSP00000256383,9606.ENSP00000342351,705
9606.ENSP00000256383,9606.ENSP00000318646,985
9606.ENSP00000256383,9606.ENSP00000253108,992
9606.ENSP00000256383,9606.ENSP00000370258,964
9606.ENSP00000256383,9606.ENSP00000354739,845
9606.ENSP00000256383,9606.ENSP00000271308,802
9606.ENSP00000256383,9606.ENSP00000332198,904
9606.ENSP00000256383,9606.ENSP00000295688,735
9606.ENSP00000256383,9606.ENSP00000317334,800
9606.ENSP00000256383,9606.ENSP00000385958,997
9606.ENSP00000256383,9606.ENSP00000431240,715
9606.ENSP00000256383,9606.ENSP00000429931,971
9606.ENSP00000256383,9606.ENSP00000419449,998
9606.ENSP00000256383,9606.ENSP00000309830,705
9606.ENSP00000256383,9606.ENSP00000338862,789
9606.ENSP00000256383,9606.ENSP00000375730,891
9606.ENSP00000256383,9606.ENSP00000220849,994
9606.ENSP00000256383,9606.ENSP00000481697,844
9606.ENSP00000256383,9606.ENSP00000436049,985
9606.ENSP00000256383,9606.ENSP00000296674,997
9606.ENSP00000256383,9606.ENSP00000272418,915
9606.ENSP00000256383,9606.ENSP00000375632,995
9606.ENSP00000256383,9606.ENSP00000431800,984
9606.ENSP00000256383,9606.ENSP00000281828,711
9606.ENSP00000256383,9606.ENSP00000259469,783
9606.ENSP00000256383,9606.ENSP00000323063,976
9606.ENSP00000256383,9606.ENSP00000497160,999
9606.ENSP00000256383,9606.ENSP00000389351,993
9606.ENSP00000256383,9606.ENSP00000309334,901
9606.ENSP00000256383,9606.ENSP00000426909,989
9606.ENSP00000256383,9606.ENSP00000470972,997
9606.ENSP00000256383,9606.ENSP00000420311,831
9606.ENSP00000256383,9606.ENSP00000429323,999
9606.ENSP00000256383,9606.ENSP00000359571,806
9606.ENSP00000256383,9606.ENSP00000200453,999
9606.ENSP00000256383,9606.ENSP00000229214,866
9606.ENSP00000256383,9606.ENSP00000499067,973
9606.ENSP00000256383,9606.ENSP00000363308,733
9606.ENSP00000256383,9606.ENSP00000359345,888
9606.ENSP00000256383,9606.ENSP00000230050,993
9606.ENSP00000256383,9606.ENSP00000367806,998
9606.ENSP00000256383,9606.ENSP00000225430,925
9606.ENSP00000256383,9606.ENSP00000413436,877
9606.ENSP00000256383,9606.ENSP00000335153,755
9606.ENSP00000256383,9606.ENSP00000326381,884
9606.ENSP00000256383,9606.ENSP00000378163,847
9606.ENSP00000256383,9606.ENSP00000393241,997
9606.ENSP00000256383,9606.ENSP00000447001,769
9606.ENSP00000256383,9606.ENSP00000425561,954
9606.ENSP00000256383,9606.ENSP00000494697,898
9606.ENSP00000256383,9606.ENSP00000345957,995
9606.ENSP00000256383,9606.ENSP00000448665,951
9606.ENSP00000256383,9606.ENSP00000326981,851
9606.ENSP00000256383,9606.ENSP00000356156,875
9606.ENSP00000256383,9606.ENSP00000339795,900
9606.ENSP00000256383,9606.ENSP00000331019,918
9606.ENSP00000256383,9606.ENSP00000353575,999
9606.ENSP00000256383,9606.ENSP00000384952,852
9606.ENSP00000256383,9606.ENSP00000496250,858
9606.ENSP00000256383,9606.ENSP00000414321,998
9606.ENSP00000256383,9606.ENSP00000344352,766
9606.ENSP00000256383,9606.ENSP00000464342,728
9606.ENSP00000256383,9606.ENSP00000403172,868
9606.ENSP00000256383,9606.ENSP00000377681,764
9606.ENSP00000256383,9606.ENSP00000317376,823
9606.ENSP00000256383,9606.ENSP00000361076,939
9606.ENSP00000256383,9606.ENSP00000481646,992
9606.ENSP00000256383,9606.ENSP00000346015,906
9606.ENSP00000256383,9606.ENSP00000486252,888
9606.ENSP00000256383,9606.ENSP00000358140,999
9606.ENSP00000256383,9606.ENSP00000264279,725
9606.ENSP00000256383,9606.ENSP00000494040,927
9606.ENSP00000256383,9606.ENSP00000379042,713
9606.ENSP00000256383,9606.ENSP00000326031,996
9606.ENSP00000256383,9606.ENSP00000302961,767
9606.ENSP00000256383,9606.ENSP00000401445,894
9606.ENSP00000256383,9606.ENSP00000307889,860
9606.ENSP00000256383,9606.ENSP00000429374,998
9606.ENSP00000256383,9606.ENSP00000353741,865
9606.ENSP00000256383,9606.ENSP00000262584,864
9606.ENSP00000256383,9606.ENSP00000389103,933
9606.ENSP00000256383,9606.ENSP00000463842,850
9606.ENSP00000256383,9606.ENSP00000265753,869
9606.ENSP00000256383,9606.ENSP00000280326,866
9606.ENSP00000256383,9606.ENSP00000473631,765
9606.ENSP00000256383,9606.ENSP00000435096,998
9606.ENSP00000256383,9606.ENSP00000339063,857
9606.ENSP00000256383,9606.ENSP00000363018,868
9606.ENSP00000256383,9606.ENSP00000253039,999
9606.ENSP00000256383,9606.ENSP00000369757,998
9606.ENSP00000256383,9606.ENSP00000463784,870
9606.ENSP00000256383,9606.ENSP00000354125,999
9606.ENSP00000256383,9606.ENSP00000216554,998
9606.ENSP00000256383,9606.ENSP00000266126,999
9606.ENSP00000256383,9606.ENSP00000254730,884
9606.ENSP00000256383,9606.ENSP00000341885,998
9606.ENSP00000256383,9606.ENSP00000466010,998
9606.ENSP00000256383,9606.ENSP00000379888,998
9606.ENSP00000256383,9606.ENSP00000296411,715
9606.ENSP00000256383,9606.ENSP00000492441,965
9606.ENSP00000256383,9606.ENSP00000292574,827
9606.ENSP00000256383,9606.ENSP00000232905,953
9606.ENSP00000256383,9606.ENSP00000199389,996
9606.ENSP00000256383,9606.ENSP00000307235,998
9606.ENSP00000256383,9606.ENSP00000293831,990
9606.ENSP00000256383,9606.ENSP00000436864,882
9606.ENSP00000256383,9606.ENSP00000258955,812
9606.ENSP00000256383,9606.ENSP00000498019,989
9606.ENSP00000256383,9606.ENSP00000428085,788
9606.ENSP00000256383,9606.ENSP00000275603,836
9606.ENSP00000256383,9606.ENSP00000009530,868
9606.ENSP00000256383,9606.ENSP00000416250,999
9606.ENSP00000256383,9606.ENSP00000472985,998
9606.ENSP00000256383,9606.ENSP00000378769,949
9606.ENSP00000256383,9606.ENSP00000472469,997
9606.ENSP00000256383,9606.ENSP00000380982,715
9606.ENSP00000256383,9606.ENSP00000495273,997
9606.ENSP00000256383,9606.ENSP00000362744,993
9606.ENSP00000256383,9606.ENSP00000311430,936
9606.ENSP00000256383,9606.ENSP00000313007,816
9606.ENSP00000256383,9606.ENSP00000391211,755
9606.ENSP00000256383,9606.ENSP00000346037,785
9606.ENSP00000256442,9606.ENSP00000311032,798
9606.ENSP00000256442,9606.ENSP00000269305,914
9606.ENSP00000256442,9606.ENSP00000330237,803
9606.ENSP00000256443,9606.ENSP00000269305,888
9606.ENSP00000256460,9606.ENSP00000291295,998
9606.ENSP00000256460,9606.ENSP00000304643,946
9606.ENSP00000256460,9606.ENSP00000315299,958
9606.ENSP00000256460,9606.ENSP00000369689,956
9606.ENSP00000256460,9606.ENSP00000499797,969
9606.ENSP00000256460,9606.ENSP00000499717,982
9606.ENSP00000256460,9606.ENSP00000419081,949
9606.ENSP00000256474,9606.ENSP00000484998,734
9606.ENSP00000256474,9606.ENSP00000441543,762
9606.ENSP00000256474,9606.ENSP00000481029,805
9606.ENSP00000256474,9606.ENSP00000365230,832
9606.ENSP00000256474,9606.ENSP00000269305,784
9606.ENSP00000256497,9606.ENSP00000216037,976
9606.ENSP00000256497,9606.ENSP00000324173,957
9606.ENSP00000256497,9606.ENSP00000356919,896
9606.ENSP00000256497,9606.ENSP00000451261,826
9606.ENSP00000256497,9606.ENSP00000401445,860
9606.ENSP00000256545,9606.ENSP00000362334,779
9606.ENSP00000256545,9606.ENSP00000290541,719
9606.ENSP00000256592,9606.ENSP00000360141,947
9606.ENSP00000256592,9606.ENSP00000377353,919
9606.ENSP00000256592,9606.ENSP00000480012,906
9606.ENSP00000256637,9606.ENSP00000414359,800
9606.ENSP00000256637,9606.ENSP00000355325,800
9606.ENSP00000256637,9606.ENSP00000359910,800
9606.ENSP00000256637,9606.ENSP00000271308,798
9606.ENSP00000256637,9606.ENSP00000044462,805
9606.ENSP00000256637,9606.ENSP00000262193,800
9606.ENSP00000256682,9606.ENSP00000307078,704
9606.ENSP00000256737,9606.ENSP00000334051,801
9606.ENSP00000256797,9606.ENSP00000216037,865
9606.ENSP00000256797,9606.ENSP00000324173,888
9606.ENSP00000256797,9606.ENSP00000356919,831
9606.ENSP00000256925,9606.ENSP00000269305,864
9606.ENSP00000256969,9606.ENSP00000360141,801
9606.ENSP00000256996,9606.ENSP00000269305,979
9606.ENSP00000257068,9606.ENSP00000497260,975
9606.ENSP00000257068,9606.ENSP00000312999,793
9606.ENSP00000257068,9606.ENSP00000358867,753
9606.ENSP00000257068,9606.ENSP00000419361,911
9606.ENSP00000257189,9606.ENSP00000311032,796
9606.ENSP00000257192,9606.ENSP00000311032,797
9606.ENSP00000257245,9606.ENSP00000356953,805
9606.ENSP00000257245,9606.ENSP00000332887,753
9606.ENSP00000257245,9606.ENSP00000370808,947
9606.ENSP00000257245,9606.ENSP00000276689,729
9606.ENSP00000257290,9606.ENSP00000269305,762
9606.ENSP00000257290,9606.ENSP00000364649,745
9606.ENSP00000257290,9606.ENSP00000356953,775
9606.ENSP00000257290,9606.ENSP00000364699,735
9606.ENSP00000257290,9606.ENSP00000244007,988
9606.ENSP00000257430,9606.ENSP00000298910,745
9606.ENSP00000257430,9606.ENSP00000311032,823
9606.ENSP00000257548,9606.ENSP00000272317,992
9606.ENSP00000257548,9606.ENSP00000364204,813
9606.ENSP00000257548,9606.ENSP00000441543,992
9606.ENSP00000257548,9606.ENSP00000388107,980
9606.ENSP00000257548,9606.ENSP00000478771,979
9606.ENSP00000257548,9606.ENSP00000355865,759
9606.ENSP00000257572,9606.ENSP00000365230,999
9606.ENSP00000257749,9606.ENSP00000216037,709
9606.ENSP00000257770,9606.ENSP00000480012,868
9606.ENSP00000257770,9606.ENSP00000307786,869
9606.ENSP00000257787,9606.ENSP00000261479,927
9606.ENSP00000257787,9606.ENSP00000262193,855
9606.ENSP00000257787,9606.ENSP00000271308,957
9606.ENSP00000257787,9606.ENSP00000044462,927
9606.ENSP00000257787,9606.ENSP00000362334,922
9606.ENSP00000257787,9606.ENSP00000216455,854
9606.ENSP00000257787,9606.ENSP00000483688,917
9606.ENSP00000257787,9606.ENSP00000359910,927
9606.ENSP00000257787,9606.ENSP00000223321,932
9606.ENSP00000257787,9606.ENSP00000259457,854
9606.ENSP00000257787,9606.ENSP00000355325,855
9606.ENSP00000257787,9606.ENSP00000290541,853
9606.ENSP00000257787,9606.ENSP00000270586,853
9606.ENSP00000257787,9606.ENSP00000414359,929
9606.ENSP00000257829,9606.ENSP00000272317,809
9606.ENSP00000257904,9606.ENSP00000304643,710
9606.ENSP00000257904,9606.ENSP00000315299,723
